OPENJPA-1993,269554473e49da356723ee6cb167ac298f19d121
OPENJPA-1993,9803f9b92d0ee8dca20cb50974b951c4caa6c073
OPENJPA-1993,4f6277057e1df73bd8b824d4c90e83d395680da1
OPENJPA-1993,c410de6b83c7ef5e1aaa7c28429113c7720a6345
OPENJPA-1993,92299936092862d248a542deb99b34defcdf1afe
OPENJPA-1993,a342afb765a5941ac3717cdb09cdd34cb5db6752
OPENJPA-1993,c040244392b516760f58a023c3205c8aa4838cfb
OPENJPA-1993,4d46d7e9245ddabb4166ea783cf9973b7fb02728
OPENJPA-1993,e400abcef5f9368e384f056c4ff41efcff7cf303
OPENJPA-1993,f58a7dbc23888aca99bade0a4ecc2b8ededae619
OPENJPA-1993,6fc7d55a09c87112d2ade2f451c0c11947f9fab0
OPENJPA-1993,8fbaaf527cc05119c4500742c6decd5467a54352
OPENJPA-2646,ae4b7425274ee82ba40e000bbafcc02a2e1a2eea
OPENJPA-2646,8be86a6903dcf5d6486bf5578486fdd1fd28fc4a
OPENJPA-1804,2e62118901a07342780db412e094aa3131ba621e
OPENJPA-1804,d079a88733e4f492fd7a8ebe3841c444dd3561d7
OPENJPA-1804,b76ab3884e1bb57e9b066d06ea516455d2de01b2
OPENJPA-1648,c7addd5f51598dc111e89db16160c912e159c132
OPENJPA-141,dfc102beba2406c0a6065e665b710431245673cc
OPENJPA-138,e14378f7f32bfbaa59e558b8c29ff42ff3e71c0c
OPENJPA-2665,02330ad212bb9b739901a68b42a4c440ea7a1b13
OPENJPA-2665,f0286a268e1d3d1b97c361fe2bad743b8064094a
OPENJPA-2602,2353455a487fb0c1b8f91d5dbbef887c8ac5436d
OPENJPA-2346,3601bdc2a77854657f45b70cdd031ff10ef5f234
OPENJPA-2346,80d1fddb751360dd654f70df3918d0fad2c1fc89
OPENJPA-1810,09dab24fcd5b44519db55fc0ab3d51b6e1446c8d
OPENJPA-1810,0a087b2679728dbaa8be3c97a81e9833de54191f
OPENJPA-1871,c5748ffde16f9e699df8150be508e4149318069f
OPENJPA-1548,a515a71fec4d9b083061d3cd0c0e0f9067f2e17a
OPENJPA-1493,814fef0f7df44e25d5d3c1f1ed04c8b415dc7c41
OPENJPA-1493,ec0eeedf35d6250433d1a185ade1a894c44387ad
OPENJPA-900,6a8483460dad988b92e2c1938363f7269518a05d
OPENJPA-900,43de09873ba47f3c2da2e1fdc3b64cc60eb5bd54
OPENJPA-900,db20d8a011cf6efc33b0e3b9c9d04da4ee67674a
OPENJPA-347,f1c4c68d90c5425ea1e31f9446d99e22ef79122f
OPENJPA-347,5affd1274fc1e236e34612d9164a4a916c71f131
